RID,Case ID,Sentence Year,Offender ID,Sex,Age Range,Ethnicity,No. of Charges,Offense Severity Group,Type of Homicide,Type of Sentence,Presence of Witnesses,Time of Crime Commited,Sentence Imposed,Sentence Suspended,Sentence to Serve,Sentence on Probation,Amount (VVCA),Amount (FINE),Amount (REST),Amount (FSUS),Type of Offense
5146,8148831,2019.0,2761340,M,51-60,Black,5.0,M8,,Short Split,Unknown,Night,16.0,12.0,1.0,12.0,300.0,0.0,0.0,0.0,Property
4798,8110110,2019.0,6244669,M,61-70,Black,1.0,D3,,Incarceration,Yes,Night,29.333333333333332,0.0,22.0,0.0,300.0,0.0,0.0,0.0,Drug
19040,8841680,2013.0,1930722,M,18-21,Black,2.0,,,Incarceration,Unknown,Night,16.0,0.0,12.0,0.0,300.0,0.0,0.0,0.0,Violent
14928,5641250,2015.0,7762955,M,18-21,Black,5.0,M5,,Incarceration,No,Afternoon,80.0,0.0,60.0,0.0,300.0,0.0,0.0,0.0,Weapon
23238,4416914,2012.0,6978435,M,22-30,Black,1.0,M6,,Incarceration,No,Morning,64.0,0.0,48.0,0.0,300.0,0.0,0.0,0.0,Violent
10739,1748688,2016.0,9657318,M,41-50,Other or Unknown,3.0,M7,,Incarceration,No,Afternoon,128.0,0.0,96.0,0.0,300.0,0.0,0.0,0.0,Weapon
18781,7787776,2013.0,1056107,F,22-30,Black,8.0,M8,,Incarceration,Yes,Evening,8.0,0.0,6.0,0.0,300.0,0.0,0.0,0.0,Property
2573,2302071,2020.0,721203,M,22-30,Black,6.0,M3,,Incarceration,Yes,Morning,240.0,0.0,180.0,0.0,300.0,0.0,0.0,0.0,Violent
405,196698,2022.0,5103858,M,22-30,Black,1.0,M8,,Probation,No,Morning,8.0,6.0,0.0,9.0,300.0,0.0,0.0,0.0,Weapon
13578,2236780,2015.0,948596,M,18-21,Black,5.0,M8,,,Yes,Evening,16.0,0.0,12.0,0.0,300.0,0.0,0.0,0.0,Other
2824,1386228,2020.0,591141,M,18-21,Black,13.0,M5,,Incarceration,Yes,Night,80.0,0.0,60.0,0.0,300.0,0.0,0.0,0.0,Violent
10771,365085,2016.0,5551562,M,51-60,Black,2.0,,,Short Split,No,Night,16.0,9.0,3.0,12.0,300.0,0.0,0.0,0.0,Weapon
14984,8104649,2015.0,8067229,M,22-30,Black,1.0,D3,,Short Split,Unknown,Morning,20.0,9.0,6.0,18.0,300.0,0.0,0.0,0.0,Drug
6624,4374768,2019.0,9523787,M,31-40,Black,1.0,M7,,Incarceration,Yes,Evening,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Sex
5719,6551656,2019.0,4464970,M,22-30,,1.0,D3,,Short Split,Yes,Evening,18.666666666666668,10.0,4.0,12.0,300.0,0.0,,0.0,Drug
3679,2895171,2020.0,67237,M,22-30,Black,1.0,,,Short Split,Unknown,Night,18.666666666666668,14.0,,12.0,300.0,0.0,0.0,0.0,Weapon
3236,806149,2020.0,3916162,M,22-30,Black,1.0,D2,,,No,Night,8.0,6.0,1.0,12.0,300.0,0.0,0.0,0.0,Drug
14052,8483853,2015.0,2998361,M,31-40,Black,1.0,M8,,Incarceration,Unknown,Night,26.666666666666668,0.0,20.0,0.0,300.0,0.0,0.0,0.0,Violent
9356,5663896,2017.0,2689162,M,22-30,Black,1.0,,,Short Split,Unknown,Evening,4.0,3.0,1.0,12.0,300.0,0.0,0.0,0.0,Property
4834,5332266,2019.0,446360,M,22-30,Black,1.0,D2,,Short Split,No,Morning,32.0,20.0,4.0,18.0,300.0,0.0,0.0,0.0,Drug
11194,5240098,2016.0,6147208,M,41-50,White,8.0,M9,,Long Split,Yes,Night,21.333333333333332,9.0,7.0,24.0,300.0,0.0,0.0,0.0,Other
4917,5118773,2019.0,9204309,M,22-30,Black,,D3,,Probation,Yes,Afternoon,40.0,30.0,0.0,18.0,300.0,0.0,0.0,0.0,Drug
5068,1424066,2019.0,9973246,M,22-30,Black,2.0,D3,,Short Split,No,Night,18.666666666666668,13.0,1.0,18.0,300.0,0.0,0.0,0.0,Drug
7916,8636977,2018.0,6698051,M,18-21,Black,1.0,M8,,Incarceration,Unknown,Morning,10.666666666666666,0.0,8.0,0.0,300.0,,0.0,0.0,Weapon
18043,7184499,2014.0,3701264,M,22-30,Black,1.0,M8,,Incarceration,Unknown,Evening,26.666666666666668,0.0,20.0,0.0,300.0,0.0,0.0,0.0,Property
810,7320900,2021.0,8076931,M,61-70,White,7.0,M8,,Probation,No,Morning,8.0,6.0,0.0,6.0,300.0,0.0,0.0,,Weapon
15307,2598483,2014.0,6086093,M,18-21,Black,33.0,M5,,Incarceration,No,Night,144.0,0.0,108.0,0.0,300.0,0.0,0.0,0.0,Violent
21243,4717665,2013.0,7991148,F,22-30,Other or Unknown,1.0,D3,,Short Split,Unknown,Night,,10.0,1.0,12.0,300.0,0.0,0.0,0.0,Drug
11995,9600837,2016.0,2480378,M,18-21,Black,1.0,D2,,Short Split,Yes,Night,16.0,8.0,4.0,12.0,300.0,0.0,0.0,0.0,Drug
15943,3732135,2014.0,3881227,M,22-30,Other or Unknown,2.0,M3,,Incarceration,Unknown,Night,180.0,0.0,135.0,0.0,300.0,0.0,0.0,0.0,Violent
21398,9567432,2013.0,8480067,M,51-60,Black,2.0,D3,,Probation,Unknown,Night,16.0,12.0,0.0,12.0,300.0,0.0,0.0,0.0,Drug
23678,2803647,2012.0,4750928,F,61-70,Black,1.0,D3,,Probation,Unknown,Evening,16.0,12.0,0.0,12.0,300.0,0.0,0.0,0.0,Drug
4414,2686247,2020.0,1444380,M,22-30,Black,1.0,,,Incarceration,No,Morning,24.0,0.0,18.0,0.0,300.0,0.0,0.0,0.0,Violent
16036,9914609,2014.0,1608375,M,18-21,Black,1.0,M8,,Short Split,Unknown,Night,10.666666666666666,8.0,1.0,18.0,300.0,0.0,0.0,0.0,Weapon
4020,8488727,2020.0,7624336,M,22-30,Black,1.0,M6,,Long Split,Yes,Night,48.0,18.0,18.0,12.0,300.0,0.0,0.0,0.0,Violent
11341,5440169,2016.0,7582905,M,41-50,Black,,D2,,Incarceration,No,Morning,18.666666666666668,0.0,14.0,0.0,300.0,0.0,0.0,0.0,Drug
2794,8967487,2020.0,653555,M,18-21,Black,1.0,,,,Yes,Afternoon,12.0,9.0,0.0,6.0,300.0,0.0,0.0,0.0,Weapon
7879,1629654,2018.0,9424042,M,15-17,Black,1.0,M5,,Incarceration,Unknown,Afternoon,80.0,0.0,60.0,0.0,300.0,,0.0,0.0,Violent
4211,918077,2020.0,4245252,M,22-30,,1.0,,,Short Split,No,Morning,8.0,6.0,1.0,12.0,300.0,0.0,0.0,0.0,Drug
2714,4547854,2020.0,9124091,M,51-60,Black,1.0,D3,,Probation,Yes,Morning,18.666666666666668,14.0,0.0,12.0,300.0,0.0,0.0,,Drug
18411,1087479,2014.0,7735386,M,41-50,Black,1.0,M9,,Incarceration,,Afternoon,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Other
15203,9145615,2014.0,5868670,M,22-30,White,5.0,M2,,Incarceration,Unknown,Morning,160.0,0.0,120.0,0.0,300.0,0.0,0.0,0.0,Sex
3928,1420382,2020.0,1403141,M,31-40,Black,3.0,M8,,Incarceration,Unknown,Morning,18.666666666666668,0.0,14.0,0.0,300.0,0.0,0.0,0.0,Property
3887,2374879,2020.0,6335558,F,41-50,Black,2.0,D2,,Short Split,No,Night,26.666666666666668,20.0,1.0,18.0,300.0,0.0,0.0,0.0,Drug
9345,9298906,2017.0,5153696,M,22-30,Hispanic,3.0,D2,,Short Split,No,Morning,16.0,12.0,1.0,18.0,300.0,0.0,0.0,0.0,Drug
2138,755734,2021.0,9098127,M,22-30,Black,1.0,M2,Murder II,Incarceration,No,Night,352.0,0.0,264.0,0.0,300.0,0.0,0.0,0.0,Homicide
2057,1743718,2021.0,3041672,M,,White,3.0,M8,,Short Split,Yes,Night,24.0,12.0,6.0,12.0,300.0,0.0,0.0,0.0,Weapon
3380,2484172,2020.0,1729490,M,41-50,,2.0,M7,,Probation,No,Evening,32.0,24.0,0.0,18.0,300.0,0.0,100.0,0.0,Property
15951,3732135,2014.0,3881227,M,22-30,Other or Unknown,15.0,M5,,Incarceration,Unknown,Evening,80.0,0.0,60.0,0.0,300.0,0.0,0.0,0.0,Other
23974,9722620,2012.0,7517362,F,31-40,Black,1.0,D3,,Incarceration,,Night,18.666666666666668,0.0,14.0,0.0,300.0,0.0,0.0,0.0,Drug
20730,5171014,2013.0,9392288,M,31-40,Black,1.0,M7,,Long Split,Yes,Evening,32.0,12.0,12.0,12.0,300.0,0.0,0.0,0.0,Weapon
4915,2455976,2019.0,5740554,F,31-40,Black,2.0,M8,,Incarceration,Yes,Morning,13.333333333333334,0.0,10.0,0.0,300.0,0.0,0.0,0.0,Violent
15543,705753,2014.0,5972287,F,41-50,Black,1.0,D3,,Probation,Unknown,Afternoon,5.333333333333333,4.0,0.0,12.0,300.0,0.0,0.0,0.0,Drug
9372,2857557,2017.0,14615,M,22-30,Black,1.0,,,Incarceration,Yes,Afternoon,74.66666666666667,0.0,56.0,0.0,300.0,0.0,0.0,0.0,Violent
16620,5371279,2014.0,615695,M,31-40,Black,4.0,D2,,Incarceration,No,Evening,32.0,0.0,,0.0,1350.0,0.0,0.0,0.0,Drug
17347,558323,2014.0,4701596,M,31-40,Other or Unknown,2.0,D4,,Probation,Unknown,Evening,26.666666666666668,20.0,0.0,,300.0,0.0,0.0,0.0,Drug
21351,1312938,2013.0,1829693,M,31-40,Black,1.0,D3,,Incarceration,Yes,Night,21.333333333333332,0.0,16.0,0.0,300.0,0.0,0.0,0.0,Drug
12681,3443953,2016.0,7345271,M,18-21,Black,,M9,,Incarceration,Yes,Afternoon,13.333333333333334,0.0,10.0,0.0,300.0,0.0,0.0,0.0,Property
3989,662473,2020.0,3087474,M,41-50,Black,1.0,D4,,Probation,Unknown,Evening,13.333333333333334,10.0,0.0,18.0,300.0,0.0,0.0,0.0,Drug
2150,6524818,2021.0,7608593,F,22-30,Black,1.0,M6,,Short Split,No,Afternoon,48.0,,1.0,18.0,300.0,0.0,0.0,0.0,Violent
8611,4151985,2018.0,5016253,M,18-21,Black,1.0,M6,,Long Split,No,Night,40.0,21.0,9.0,24.0,300.0,0.0,0.0,0.0,Violent
3269,2669655,2020.0,8357854,M,51-60,Black,1.0,,,Probation,Yes,Afternoon,8.0,6.0,0.0,12.0,300.0,,0.0,0.0,Drug
14989,6004010,2015.0,4446424,M,41-50,Black,1.0,M9,,Incarceration,Unknown,Evening,48.0,0.0,36.0,0.0,300.0,0.0,0.0,0.0,Property
9185,2420883,2017.0,7727741,M,22-30,Other or Unknown,1.0,D3,,Probation,Yes,Evening,32.0,24.0,0.0,24.0,300.0,0.0,0.0,0.0,Drug
8265,12521,2018.0,2171337,M,51-60,Black,1.0,M8,,Incarceration,Unknown,Evening,,0.0,22.0,0.0,300.0,0.0,0.0,0.0,Property
13200,5848988,2015.0,1481362,M,18-21,Black,2.0,M7,,Incarceration,No,Evening,40.0,0.0,30.0,0.0,300.0,0.0,0.0,0.0,Weapon
1344,5692269,2021.0,5995789,M,22-30,Black,3.0,M8,,Probation,Unknown,Afternoon,32.0,24.0,0.0,12.0,300.0,0.0,0.0,0.0,Weapon
8548,7236458,2018.0,5762054,M,18-21,Black,1.0,M7,,Incarceration,Yes,Evening,24.0,0.0,,0.0,300.0,0.0,0.0,0.0,Weapon
17560,9559295,2014.0,8098069,F,18-21,Black,1.0,M8,,Probation,Unknown,Morning,8.0,6.0,0.0,12.0,300.0,0.0,0.0,0.0,Violent
18487,9412055,2013.0,4079078,M,22-30,Black,34.0,M7,,Incarceration,Unknown,Night,24.0,0.0,18.0,0.0,300.0,0.0,0.0,0.0,Weapon
20086,1425765,2013.0,994821,F,31-40,Black,1.0,D3,,Short Split,No,Night,18.666666666666668,14.0,1.0,12.0,300.0,0.0,0.0,0.0,Drug
5631,1521985,2019.0,9423358,F,41-50,Black,1.0,D2,,Incarceration,Unknown,Evening,8.0,0.0,6.0,,300.0,0.0,0.0,,Drug
18076,3280722,2014.0,4918282,M,31-40,Black,1.0,D3,,Long Split,Unknown,Morning,26.666666666666668,10.0,10.0,24.0,300.0,0.0,0.0,0.0,Drug
9559,4719696,2017.0,6506321,M,18-21,Black,7.0,M5,,Incarceration,Yes,Night,96.0,0.0,72.0,0.0,300.0,0.0,0.0,0.0,Weapon
7698,1034199,2018.0,8107235,M,51-60,Black,1.0,D2,,Short Split,Unknown,Evening,22.666666666666668,12.0,5.0,12.0,300.0,0.0,0.0,0.0,Drug
5240,2565390,2019.0,234881,M,22-30,Black,1.0,M8,,Probation,Unknown,Evening,8.0,6.0,0.0,12.0,300.0,0.0,0.0,0.0,Weapon
7679,6903714,2018.0,8562724,M,31-40,Black,1.0,D3,,Incarceration,No,Evening,18.666666666666668,0.0,14.0,0.0,300.0,0.0,0.0,0.0,Drug
21401,2184175,2013.0,1170566,,31-40,Black,1.0,D4,,Short Split,Yes,Afternoon,9.333333333333334,6.0,1.0,12.0,300.0,0.0,0.0,0.0,Drug
14907,2732595,2015.0,3532778,M,18-21,,1.0,M8,,Probation,Yes,Evening,16.0,12.0,0.0,18.0,300.0,0.0,0.0,,Violent
4587,7134077,2019.0,9386839,M,31-40,Black,1.0,M9,,Incarceration,Unknown,Afternoon,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Other
9925,3221985,2017.0,8521227,M,18-21,Black,1.0,M6,,Short Split,No,Night,48.0,36.0,1.0,36.0,300.0,,0.0,0.0,Violent
22731,9915824,2012.0,8136841,M,51-60,Black,1.0,D3,,Probation,Unknown,Evening,32.0,24.0,0.0,18.0,300.0,180.0,0.0,0.0,Drug
11200,1022642,2016.0,9211900,M,18-21,Black,4.0,M5,,Incarceration,No,Afternoon,16.0,0.0,12.0,0.0,300.0,0.0,0.0,0.0,Violent
446,3669162,2022.0,3923837,M,22-30,Black,1.0,,,Incarceration,No,Afternoon,18.666666666666668,0.0,14.0,0.0,300.0,0.0,0.0,0.0,Weapon
21679,705210,2013.0,3810853,F,31-40,Black,1.0,,,Probation,No,Night,8.0,6.0,0.0,,300.0,0.0,0.0,0.0,Other
3340,4508004,2020.0,1678208,M,41-50,Other or Unknown,5.0,,,Incarceration,Unknown,Morning,16.0,0.0,12.0,0.0,300.0,0.0,900.0,0.0,Violent
14365,1142354,2015.0,2949793,M,18-21,Black,2.0,M7,,Long Split,No,Afternoon,32.0,14.0,10.0,18.0,300.0,0.0,0.0,0.0,Property
2765,9410407,2020.0,2171355,M,18-21,Black,3.0,M6,,Incarceration,No,Afternoon,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Violent
11900,8182976,2016.0,8451920,M,22-30,Black,2.0,M7,,Incarceration,Unknown,Evening,24.0,0.0,18.0,0.0,300.0,0.0,0.0,0.0,Weapon
426,3287174,2022.0,9692215,M,41-50,Other or Unknown,1.0,M6,,Probation,Yes,Night,24.0,18.0,0.0,24.0,300.0,0.0,1200.0,0.0,Violent
319,2383873,2022.0,8754689,F,22-30,Black,1.0,M8,,Short Split,Unknown,Evening,2.6666666666666665,1.0,1.0,12.0,300.0,0.0,0.0,0.0,Violent
6259,7953673,2019.0,7358659,M,22-30,Black,1.0,M9,,Probation,No,Evening,16.0,12.0,0.0,24.0,300.0,0.0,0.0,0.0,Property
17949,7342804,2014.0,5928025,M,22-30,Other or Unknown,1.0,M9,,Probation,No,Evening,16.0,12.0,0.0,12.0,300.0,0.0,0.0,0.0,Property
5698,9521523,2019.0,7210439,M,31-40,Black,1.0,M7,,Incarceration,Yes,Morning,56.0,0.0,42.0,0.0,300.0,0.0,0.0,0.0,Weapon
20431,505863,2013.0,4424206,M,41-50,Black,1.0,D2,,Incarceration,No,Evening,56.0,0.0,42.0,0.0,300.0,0.0,0.0,0.0,Drug
5158,8144431,2019.0,8283478,M,51-60,Black,1.0,D3,,Short Split,Unknown,Night,13.333333333333334,10.0,1.0,9.0,300.0,0.0,0.0,0.0,Drug
13244,7599822,2015.0,3498750,M,22-30,Black,1.0,M7,,Long Split,Unknown,Afternoon,32.0,,12.0,18.0,300.0,0.0,0.0,0.0,Weapon
22948,6856651,2012.0,430573,M,31-40,Black,2.0,M7,,Incarceration,No,Night,48.0,0.0,36.0,0.0,600.0,0.0,0.0,0.0,Weapon
17545,8684988,2014.0,8346057,M,22-30,Other or Unknown,1.0,,,Probation,Unknown,Afternoon,24.0,18.0,0.0,24.0,4500.0,0.0,0.0,0.0,Drug
4365,5451695,2020.0,9363728,M,51-60,Black,2.0,,,Probation,No,Evening,24.0,18.0,0.0,,300.0,0.0,0.0,0.0,Weapon
136,3047525,2022.0,8451698,M,18-21,Black,1.0,M4,Voluntary Manslaughter,Incarceration,No,Evening,152.0,0.0,114.0,0.0,300.0,0.0,0.0,0.0,Homicide
8412,819479,2018.0,7442527,M,31-40,Black,1.0,,,Short Split,Yes,Morning,18.666666666666668,8.0,6.0,12.0,300.0,0.0,1000.0,0.0,Violent
16125,1407639,2014.0,3569684,M,31-40,Black,1.0,D3,,Probation,No,Night,26.666666666666668,20.0,0.0,18.0,300.0,0.0,0.0,0.0,Drug
15957,5157890,2014.0,2546159,M,18-21,Black,1.0,M6,,Incarceration,No,Evening,66.66666666666667,0.0,50.0,0.0,300.0,,0.0,0.0,Violent
4710,5714725,2019.0,6033547,M,31-40,Black,1.0,M6,,Incarceration,Unknown,Afternoon,48.0,0.0,36.0,0.0,300.0,0.0,0.0,0.0,Weapon
10427,267673,2017.0,1692391,M,31-40,Black,1.0,M6,,Incarceration,Unknown,Afternoon,48.0,0.0,36.0,0.0,300.0,0.0,0.0,,Violent
6125,8200748,2019.0,9365007,M,22-30,Black,1.0,M7,,Incarceration,Yes,Afternoon,24.0,0.0,18.0,0.0,300.0,0.0,0.0,0.0,Weapon
21498,1642696,2013.0,6360226,M,31-40,Black,1.0,D3,,Probation,No,Afternoon,12.0,9.0,0.0,12.0,300.0,0.0,0.0,0.0,Drug
1756,8234556,2021.0,4305373,M,15-17,White,1.0,M6,,Short Split,Unknown,Afternoon,32.0,20.0,4.0,18.0,300.0,0.0,0.0,0.0,Violent
23260,4322272,2012.0,1756355,M,18-21,Black,2.0,M7,,Incarceration,Yes,Night,48.0,0.0,36.0,0.0,300.0,0.0,0.0,0.0,Weapon
16062,4067041,2014.0,8990646,M,18-21,Black,3.0,M3,,Incarceration,Unknown,Night,224.0,0.0,168.0,0.0,1500.0,0.0,0.0,0.0,Sex
24163,8450868,2012.0,9293822,M,31-40,Black,6.0,M9,,Incarceration,Unknown,Morning,21.333333333333332,0.0,16.0,0.0,300.0,0.0,0.0,0.0,Other
13024,3992546,2015.0,7576794,M,22-30,Other or Unknown,1.0,M2,Murder II,Incarceration,,Evening,288.0,0.0,216.0,0.0,300.0,0.0,0.0,0.0,Homicide
13223,9585640,2015.0,5854008,M,18-21,Other or Unknown,3.0,M2,Murder II,Incarceration,No,Morning,304.0,0.0,228.0,0.0,300.0,0.0,0.0,0.0,Homicide
1902,4957157,2021.0,5256757,M,22-30,Black,1.0,M6,,Incarceration,Unknown,Evening,64.0,0.0,48.0,0.0,,0.0,0.0,,Violent
14325,3333098,2015.0,6251844,M,22-30,Black,,,,Incarceration,Unknown,Morning,22.666666666666668,0.0,17.0,0.0,450.0,0.0,0.0,0.0,Violent
14997,1116880,2015.0,8107573,M,31-40,White,1.0,M8,,Incarceration,Unknown,Morning,16.0,0.0,12.0,0.0,300.0,0.0,0.0,0.0,Weapon
13372,3932014,2015.0,2054089,M,41-50,Black,1.0,D2,,Incarceration,No,Night,16.0,0.0,12.0,0.0,300.0,0.0,0.0,0.0,Drug
3818,6598062,2020.0,2805676,M,22-30,White,1.0,M8,,Incarceration,Yes,Afternoon,32.0,0.0,24.0,0.0,300.0,,0.0,0.0,Violent
9803,990897,2017.0,1139860,M,18-21,Black,1.0,M8,,Short Split,Unknown,Evening,20.0,9.0,6.0,24.0,300.0,0.0,0.0,0.0,Weapon
9227,9895217,2017.0,6357635,M,22-30,White,7.0,M6,,Incarceration,Yes,Night,80.0,0.0,60.0,,300.0,0.0,0.0,0.0,Sex
10736,356225,2016.0,1353010,M,22-30,Black,1.0,M2,Murder II,Incarceration,Unknown,Night,240.0,0.0,,0.0,300.0,0.0,0.0,0.0,Homicide
21137,3226486,2013.0,3706278,M,22-30,Black,2.0,D2,,Incarceration,No,Night,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Drug
2789,7189506,,6505966,M,51-60,,1.0,D2,,Probation,Yes,Morning,,36.0,0.0,24.0,300.0,0.0,0.0,0.0,Drug
22363,9864510,2012.0,463190,M,31-40,Black,1.0,,,Incarceration,Yes,Afternoon,18.666666666666668,0.0,14.0,0.0,300.0,0.0,0.0,0.0,Drug
3806,2779231,2020.0,2957974,M,18-21,Black,1.0,M7,,Long Split,No,Night,32.0,12.0,12.0,12.0,300.0,0.0,0.0,0.0,Weapon
13132,5264079,2015.0,367082,M,18-21,Black,5.0,M7,,Long Split,Unknown,Night,48.0,12.0,24.0,24.0,300.0,0.0,0.0,0.0,Weapon
19411,7661044,2013.0,108279,M,18-21,,1.0,M8,,Probation,,Afternoon,10.666666666666666,8.0,0.0,18.0,300.0,0.0,0.0,0.0,Violent
4253,3707846,2020.0,5472531,M,31-40,Black,1.0,M8,,Probation,Yes,Night,16.0,12.0,,12.0,300.0,0.0,0.0,0.0,Violent
2747,6324912,2020.0,4930808,M,18-21,Black,1.0,M7,,Incarceration,Yes,Afternoon,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Weapon
8935,8862995,2017.0,9931133,M,18-21,Black,1.0,M5,,Incarceration,No,Afternoon,120.0,0.0,90.0,0.0,300.0,0.0,0.0,0.0,Other
8230,7677868,2018.0,5293470,M,31-40,Black,1.0,D3,,Probation,Yes,Afternoon,16.0,12.0,0.0,18.0,300.0,0.0,0.0,0.0,Drug
2501,7843942,2020.0,967581,M,18-21,Black,1.0,M6,,Probation,Yes,Night,32.0,24.0,0.0,12.0,300.0,0.0,0.0,0.0,Violent
15730,3977296,2014.0,2432250,M,31-40,Black,1.0,D2,,Probation,Unknown,Afternoon,48.0,36.0,0.0,48.0,2250.0,0.0,0.0,0.0,Drug
3600,3743987,2020.0,5470172,M,31-40,Black,1.0,M8,,Probation,Unknown,Afternoon,8.0,6.0,0.0,12.0,300.0,0.0,0.0,0.0,Property
1470,2690850,2021.0,9365737,M,18-21,Black,4.0,M9,,Short Split,Yes,Night,8.0,6.0,1.0,12.0,150.0,0.0,0.0,0.0,Weapon
3458,8019443,2020.0,1896031,M,18-21,Black,1.0,M8,,Probation,Unknown,Night,8.0,,0.0,9.0,300.0,0.0,0.0,0.0,Weapon
24249,9400071,2012.0,1727755,M,31-40,Black,1.0,,,Short Split,No,Morning,24.0,12.0,6.0,60.0,300.0,0.0,0.0,0.0,Drug
15848,1451551,2014.0,9703723,M,51-60,Black,2.0,D3,,Incarceration,No,Night,32.0,0.0,24.0,0.0,4500.0,0.0,0.0,0.0,Drug
9755,8524031,2017.0,7897125,M,31-40,Black,1.0,M9,,Probation,Unknown,Night,4.0,3.0,0.0,6.0,300.0,0.0,0.0,0.0,Other
3786,6471133,2020.0,5677392,M,22-30,,1.0,,,Short Split,Yes,Evening,24.0,12.0,6.0,18.0,300.0,0.0,0.0,0.0,Violent
13998,9305285,2015.0,7895505,M,22-30,Black,1.0,M4,,Incarceration,Yes,Afternoon,192.0,,144.0,0.0,300.0,0.0,0.0,0.0,Violent
6943,3688404,2018.0,4385612,M,31-40,Black,1.0,M2,Murder II,Incarceration,,Night,384.0,0.0,288.0,0.0,300.0,0.0,0.0,0.0,Homicide
6439,4852624,2019.0,4980665,M,22-30,Black,1.0,M9,,Incarceration,Yes,Morning,5.333333333333333,0.0,4.0,0.0,300.0,0.0,0.0,0.0,Other
19166,6158340,2013.0,4662572,M,22-30,Black,1.0,D2,,Probation,Unknown,Night,32.0,24.0,0.0,24.0,300.0,0.0,0.0,0.0,Drug
16055,8202386,2014.0,6042260,M,18-21,Black,14.0,M5,,Incarceration,Yes,Afternoon,80.0,0.0,60.0,0.0,300.0,0.0,,0.0,Violent
22169,2942139,2012.0,1523435,M,22-30,Black,1.0,,,Short Split,Unknown,Evening,21.333333333333332,14.0,2.0,24.0,300.0,0.0,0.0,0.0,Weapon
3707,66578,2020.0,860848,F,41-50,Black,1.0,M8,,Short Split,Yes,Morning,32.0,24.0,1.0,18.0,450.0,0.0,0.0,0.0,Violent
21954,9898849,2012.0,7365613,M,31-40,Black,2.0,M5,,Incarceration,No,Morning,96.0,0.0,72.0,0.0,3000.0,0.0,0.0,0.0,Weapon
14042,1808397,2015.0,4181606,M,22-30,Black,1.0,M6,,Incarceration,Unknown,Evening,40.0,0.0,30.0,0.0,300.0,0.0,0.0,0.0,Violent
19146,3377060,2013.0,4186114,M,18-21,Black,2.0,M8,,Probation,Unknown,Morning,12.0,9.0,0.0,12.0,300.0,0.0,0.0,0.0,Violent
10975,6850858,2016.0,6725089,M,18-21,Black,5.0,M8,,,Yes,Night,16.0,12.0,0.0,24.0,300.0,0.0,0.0,0.0,Weapon
19750,9078023,2013.0,9638215,M,22-30,Black,1.0,M7,,Incarceration,No,Evening,48.0,0.0,36.0,0.0,300.0,0.0,0.0,,Weapon
16551,8066573,2014.0,8340266,M,18-21,Black,1.0,M8,,Short Split,No,Afternoon,24.0,18.0,1.0,24.0,300.0,,0.0,0.0,Weapon
20962,8906454,2013.0,6876586,M,18-21,,2.0,M5,,Incarceration,Yes,Morning,48.0,0.0,36.0,0.0,300.0,0.0,0.0,0.0,Weapon
10716,651064,2016.0,8825447,M,41-50,Black,3.0,M8,,Probation,Yes,Afternoon,8.0,6.0,0.0,6.0,300.0,0.0,0.0,0.0,Violent
21829,6462367,2012.0,970297,M,22-30,Black,8.0,M7,,Incarceration,No,Evening,32.0,0.0,24.0,0.0,300.0,0.0,0.0,0.0,Weapon
2823,1386228,2020.0,591141,M,18-21,Black,12.0,M5,,Incarceration,No,Evening,80.0,0.0,60.0,0.0,300.0,,0.0,0.0,Weapon
24474,6081472,2012.0,6119671,M,22-30,Black,1.0,D3,,Short Split,Unknown,Morning,18.666666666666668,8.0,6.0,12.0,300.0,0.0,0.0,0.0,Drug
24634,458352,2012.0,7637068,M,18-21,Black,1.0,,,Incarceration,No,Evening,21.333333333333332,0.0,16.0,0.0,300.0,0.0,0.0,0.0,Drug
10474,6124773,2016.0,8976083,M,18-21,Black,3.0,M5,,Long Split,Yes,Afternoon,144.0,48.0,60.0,24.0,300.0,0.0,0.0,0.0,Violent
2122,6718759,2021.0,8649319,M,18-21,,2.0,M8,,Incarceration,Unknown,Morning,16.0,0.0,12.0,0.0,300.0,0.0,0.0,0.0,Weapon
11397,1004050,2016.0,3573784,M,31-40,Black,2.0,D3,,Probation,Yes,Evening,13.333333333333334,10.0,0.0,12.0,300.0,0.0,0.0,,Drug
1280,4971109,2021.0,1971354,M,41-50,Black,1.0,M6,,Incarceration,Unknown,Morning,40.0,0.0,,0.0,300.0,0.0,0.0,0.0,Violent
17010,3196501,2014.0,3570690,M,31-40,White,2.0,D2,,Short Split,Unknown,Evening,32.0,20.0,4.0,36.0,1350.0,0.0,0.0,0.0,Drug
2599,9702166,2020.0,3326249,M,31-40,Black,8.0,M6,,Incarceration,Yes,Afternoon,160.0,0.0,120.0,0.0,300.0,0.0,0.0,0.0,Violent
5933,2883398,2019.0,1664080,F,31-40,Black,1.0,,,Short Split,Yes,Evening,,15.0,,12.0,300.0,0.0,0.0,0.0,Violent
680,1068042,2021.0,206906,M,31-40,Black,1.0,M7,,Incarceration,Yes,Afternoon,16.0,0.0,12.0,0.0,300.0,0.0,0.0,0.0,Weapon
